"ID заявки";"ID клиента";"ProductID";"ShopID";"Год заявки";"Дата доставки";"Дата заявки";"Дата заявки (scale)";"Дата и время доставки";"Дата и время заявки";"Доставка (точка)";"Доставка - округ";"Доставка - район";"Доставка - тип";"Клиент";"Клиент - пол";"Клиент - статус";"Клиент- дата рождения";"Магазин";"Магазин (точка)";"Магазин - адрес";"Магазин - район";"Месяц заявки";"Продукт";"Продукт - бренд";"Продукт - категория";"Продукт - подкатегория";"Тип  оплаты";"Время доставки, дн.";"Продажа, ₽";"Скидка, ₽";"Среднее число продуктов в заказе";"Средний чек";"Число заявок";"Число клиентов";"Число магазинов"
2016-474829;OHo9X;prd-40;sp-17;2020;09.01.1974;27.08.2020;01.08.2020;09.01.1974 06:08:00;27.08.2020 21:49:00;[55.657500836,37.731450885];ЮВАО;Марьино;Самовывоз;Шхагошев Адальби Люлевич;Мужчина;Базовый;1992-05-25;Эпсилон;[55.623839092,37.734113107];город Москва, Ореховый проезд, дом 17, корпус 2;Зябликово;01.08.2020;Зубная щетка электрическая;Разумный дом;Техника для дома;Техника для красоты и здоровья;Наличные;"";738;0;5;738;1;1;1
2016-819030;A48ip;prd-39;sp-23;2020;05.11.2020;26.10.2020;01.10.2020;05.11.2020 05:22:00;26.10.2020 15:48:00;[55.794037628,37.692223102];ВАО;Сокольники;Доставка;Панфилов Андрей Никитич;Мужчина;Серебряный;1983-04-01;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.10.2020;Весы напольные;Разумный дом;Техника для дома;Техника для красоты и здоровья;Банковская карта;9.565277777777778;842;0;3;842;1;1;1
2016-347844;3BoIw;prd-27;sp-16;2020;28.09.2020;20.09.2020;01.09.2020;28.09.2020 10:54:00;20.09.2020 20:58:00;[55.654891196,37.599590027];ЮЗАО;Зюзино;Доставка;Боцвин Валентин Иванович;Мужчина;Базовый;1977-02-05;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.09.2020;Декоративный букет;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;7.580555555555556;778;0;1;778;1;1;1
2016-426212;OcCfA;prd-14;sp-21;2020;09.01.1974;02.11.2020;01.11.2020;09.01.1974 06:08:00;02.11.2020 18:50:00;[55.78714195,37.522405849];САО;Хорошёвский;Самовывоз;Граве Алексей Владимирович;Мужчина;Базовый;1987-10-29;Сигма;[55.772185093,37.488024823];город Москва, улица Демьяна Бедного, дом 8;Хорошёво-Мнёвники;01.11.2020;Средство для мытья посуды с ароматом лимона;Мойдодыр;Бытовая химия;Моющие средства;Наличные;"";353;0;3;353;1;1;1
2016-974373;gkJ3I;prd-21;sp-15;2020;31.08.2020;27.08.2020;01.08.2020;31.08.2020 06:18:00;27.08.2020 18:53:00;[55.884293408,37.694085703];СВАО;Лосиноостровский;Доставка;Голубев Евгений Вячеславович;Мужчина;Базовый;1978-01-25;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.08.2020;Зубной порошок;Кедровый лес;Бытовые товары;Косметика и здоровье;Наличные;3.4756944444444446;62;0;3;62;1;1;1
2016-282723;NKma3;prd-20;sp-13;2020;09.01.1974;23.02.2020;01.02.2020;09.01.1974 06:08:00;23.02.2020 15:42:00;[55.713825821,37.850626857];ВАО;Косино-Ухтомский;Самовывоз;Новикова Ольга Александровна;Женщина;Серебряный;1994-02-28;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.02.2020;Средство для чистки ванны "Белее белого";БиоДом;Бытовая химия;Чистящие средства;Банковская карта;"";151;0;1;151;1;1;1
2016-044450;jugiO;prd-19;sp-23;2020;13.09.2020;07.09.2020;01.09.2020;13.09.2020 15:15:00;07.09.2020 19:41:00;[55.799156051,37.672845623];ВАО;Сокольники;Доставка;Ковадло Алексей Анатольевич;Мужчина;Золотой;1979-02-19;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.09.2020;Порошок для чистки ковриков;Городской драйв;Бытовая химия;Чистящие средства;Наличные;5.815277777777778;426;0;3;426;1;1;1
2016-048517;4SsE7;prd-28;sp-23;2020;09.01.1974;16.08.2020;01.08.2020;09.01.1974 06:08:00;16.08.2020 21:47:00;[55.799962837,37.72741918];ВАО;Преображенское;Самовывоз;Багдасаров Семен Аркадьевич;Мужчина;Базовый;1977-01-31;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.08.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";2068;0;5;2068;1;1;1
2016-726992;vakfs;prd-28;sp-15;2020;09.01.1974;07.08.2020;01.08.2020;09.01.1974 06:08:00;07.08.2020 22:26:00;[55.887693892,37.597128656];СВАО;Бибирево;Самовывоз;Мерцалов Владимир Викторович;Мужчина;Базовый;1988-06-01;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.08.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";2069;0;1;2069;1;1;1
2016-846215;6nyzp;prd-36;sp-19;2020;09.01.1974;14.05.2020;01.05.2020;09.01.1974 06:08:00;14.05.2020 18:34:00;[55.829339247,37.451276251];СЗАО;Покровское-Стрешнево;Самовывоз;Лебедев Алексей Олегович;Мужчина;Серебряный;1978-12-02;Эта;[55.862016728,37.422337259];город Москва, улица Вилиса Лациса, дом 23, корпус 2;Северное Тушино;01.05.2020;Фен портативный;TechBeauty;Техника для дома;Техника для красоты и здоровья;Банковская карта;"";519;0;1;519;1;1;1
2016-149034;f0CJm;prd-14;sp-23;2020;09.01.1974;09.12.2020;01.12.2020;09.01.1974 06:08:00;09.12.2020 19:46:00;[55.770853198,37.663725876];ЦАО;Басманный;Самовывоз;Ямпольская Елена Александровна;Женщина;Серебряный;1973-03-31;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.12.2020;Средство для мытья посуды с ароматом лимона;Мойдодыр;Бытовая химия;Моющие средства;Наличные;"";354;0;3;354;1;1;1
2016-000837;9mq2a;prd-15;sp-14;2020;09.01.1974;21.08.2020;01.08.2020;09.01.1974 06:08:00;21.08.2020 18:28:00;[55.728237515,37.624163307];ЦАО;Замоскворечье;Самовывоз;Киселене Наталия Леонидовна;Женщина;Базовый;1974-01-01;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.08.2020;Раствор для мытья полов;БиоДом;Бытовая химия;Моющие средства;Банковская карта;"";271;0;5;271;1;1;1
2016-764346;zGypm;prd-36;sp-18;2020;09.01.1974;28.11.2020;01.11.2020;09.01.1974 06:08:00;28.11.2020 12:49:00;[55.699918379,37.788922636];ЮВАО;Кузьминки;Самовывоз;Гончаров Виталий Анатольевич;Мужчина;Базовый;1976-03-20;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.11.2020;Фен портативный;TechBeauty;Техника для дома;Техника для красоты и здоровья;Наличные;"";523;0;2;523;1;1;1
2016-946541;s0xUh;prd-16;sp-18;2020;09.01.1974;18.04.2020;01.04.2020;09.01.1974 06:08:00;18.04.2020 13:48:00;[55.773176483,37.835533966];ВАО;Ивановское;Самовывоз;Кидрачёв Марат Назмеянович;Мужчина;Базовый;1987-06-25;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.04.2020;Порошок для чистки плиты;БиоДом;Бытовая химия;Чистящие средства;Наличные;"";194;0;1;194;1;1;1
2016-238348;bpwc1;prd-36;sp-13;2020;09.01.1974;25.09.2020;01.09.2020;09.01.1974 06:08:00;25.09.2020 14:16:00;[55.72805519,37.44276409];ЗАО;Кунцево;Самовывоз;Абдулгазизов Раис Шарифуллович;Мужчина;Золотой;1990-09-18;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.09.2020;Фен портативный;TechBeauty;Техника для дома;Техника для красоты и здоровья;Банковская карта;"";520;0;3;520;1;1;1
2016-715225;o2C8o;prd-21;sp-11;2020;09.01.1974;22.09.2020;01.09.2020;09.01.1974 06:08:00;22.09.2020 15:39:00;[55.805951709,37.57616608];САО;Савёловский;Самовывоз;Василькова Светлана Романовна;Женщина;Золотой;1980-06-18;Тау;[55.86161123,37.51313997];город Москва, Флотская улица, дом 25;Головинский;01.09.2020;Зубной порошок;Кедровый лес;Бытовые товары;Косметика и здоровье;Наличные;"";123;0;5;123;1;1;1
2016-292841;icc3g;prd-28;sp-15;2020;09.01.1974;20.09.2020;01.09.2020;09.01.1974 06:08:00;20.09.2020 12:22:00;[55.831391655,37.575047843];СВАО;Бутырский;Самовывоз;Мельникова Анна Анатольевна;Женщина;Серебряный;1971-05-07;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.09.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";2070;0;1;2070;1;1;1
2016-534336;aknm4;prd-39;sp-16;2020;30.07.2020;23.07.2020;01.07.2020;30.07.2020 06:15:00;23.07.2020 22:33:00;[55.682234417,37.597028955];ЮЗАО;Котловка;Доставка;Костриков Михаил Сергеевич;Мужчина;Серебряный;1984-11-04;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.07.2020;Весы напольные;Разумный дом;Техника для дома;Техника для красоты и здоровья;Наличные;6.320833333333334;840;0;1;840;1;1;1
2016-892412;6E0gv;prd-22;sp-23;2020;09.01.1974;12.10.2020;01.10.2020;09.01.1974 06:08:00;12.10.2020 11:22:00;[55.753700821,37.680007579];ЮВАО;Лефортово;Самовывоз;Морозова Лидия Фадейевна;Женщина;Базовый;1993-11-05;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.10.2020;Зубная паста отбеливающая;Кедровый лес;Бытовые товары;Косметика и здоровье;Наличные;"";83;0;3;83;1;1;1
2016-390504;fhkwk;prd-33;sp-14;2020;09.01.1974;10.11.2020;01.11.2020;09.01.1974 06:08:00;10.11.2020 17:42:00;[55.80071613,37.544961292];САО;Аэропорт;Самовывоз;Селезнев Василий Александрович;Мужчина;Базовый;1990-08-07;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.11.2020;Мультиварка с 40 режимами готовки еды;Разумный дом;Техника для дома;Кухонная;Банковская карта;"";3325;0;1;3325;1;1;1
